"pathway" "pval" "padj" "ES" "NES" "nMoreExtreme" "size"
"1" "REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT" 0.896140350877193 0.978116982678791 0.169211680829344 0.745358091496582 6384 78
"2" "REACTOME_ABC_TRANSPORTER_DISORDERS" 0.802430307362402 0.934410976221575 0.191453515934585 0.806306339783577 5612 62
"3" "REACTOME_ABERRANT_REGULATION_OF_MITOTIC_EXIT_IN_CANCER_DUE_TO_RB1_DEFECTS" 0.224629731212287 0.478432154789807 -0.354962832498202 -1.19553388764967 818 17
"4" "REACTOME_ABERRANT_REGULATION_OF_MITOTIC_G1_S_TRANSITION_IN_CANCER_DUE_TO_RB1_DEFECTS" 0.0210867802108678 0.108260786070926 -0.51559009370117 -1.66853664166567 77 15
"5" "REACTOME_ABORTIVE_ELONGATION_OF_HIV_1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT" 0.123766254112486 0.345198395823941 0.421657008973425 1.33893845871521 789 19
"6" "REACTOME_ACTIVATED_NOTCH1_TRANSMITS_SIGNAL_TO_THE_NUCLEUS" 0.0862703034017775 0.270006293089533 0.406151497723904 1.39155772796111 562 25
"7" "REACTOME_ACTIVATED_TAK1_MEDIATES_P38_MAPK_ACTIVATION" 0.760587238848108 0.911042342255501 -0.220793860174518 -0.804419889759074 2693 22
"8" "REACTOME_ACTIVATION_OF_AMPK_DOWNSTREAM_OF_NMDARS" 0.740992414664981 0.902843655312458 0.262635197725811 0.79413037319001 4688 16
"9" "REACTOME_ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS" 0.0727542687453601 0.243504083147736 0.350683246174444 1.36774888996692 489 43
"10" "REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS" 0.13463751438435 0.358450525308983 -0.344643568647729 -1.29794957523222 467 25
"11" "REACTOME_ACTIVATION_OF_BAD_AND_TRANSLOCATION_TO_MITOCHONDRIA" 0.698714897667777 0.875106327760112 0.278118222716142 0.826558238988575 4403 15
"12" "REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS" 0.0913558832032379 0.280568630062379 -0.343187803684027 -1.35268011563012 315 29
"13" "REACTOME_ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_SREBP" 0.839785586658725 0.955095951539743 0.199217775030001 0.760211919330295 5639 39
"14" "REACTOME_ACTIVATION_OF_IRF3_IRF7_MEDIATED_BY_TBK1_IKK_EPSILON" 0.642709820720292 0.845942300145489 0.292274673080304 0.868630745310007 4050 15
"15" "REACTOME_ACTIVATION_OF_KAINATE_RECEPTORS_UPON_GLUTAMATE_BINDING" 0.751782775644542 0.909235805351806 -0.236714331545359 -0.797266584400075 2740 17
