"pathway" "pval" "padj" "log2err" "ES" "NES" "size"
"1" "HALLMARK_ADIPOGENESIS" 0.0115620914705199 0.0412931838232854 0.380730400722792 0.228590479288161 1.32149828811726 153
"2" "HALLMARK_ALLOGRAFT_REJECTION" 6.23018209760591e-07 7.78772762200738e-06 0.659444398037935 -0.466639095623511 -1.75492129487379 158
"3" "HALLMARK_ANDROGEN_RESPONSE" 0.400383141762452 0.606641123882503 0.0988657646175473 0.200234875431618 1.03429015447963 78
"4" "HALLMARK_ANGIOGENESIS" 0.0585392051557465 0.146348012889366 0.137749272114041 0.389325939578192 1.45010124599069 21
"5" "HALLMARK_APICAL_JUNCTION" 0.976280158810954 0.998225654942073 0.00298666567326693 -0.172774323364502 -0.64183284653763 130
"6" "HALLMARK_APICAL_SURFACE" 0.272705714963244 0.470182267178007 0.0264010094290955 -0.383175401700733 -1.15988633684438 27
"7" "HALLMARK_APOPTOSIS" 0.764131760878406 0.849035289864895 0.00829560258170424 -0.232626008694618 -0.865766425250935 134
"8" "HALLMARK_BILE_ACID_METABOLISM" 0.653133369041243 0.75945740586191 0.0115445842193857 -0.25995927862236 -0.901703430082246 64
"9" "HALLMARK_CHOLESTEROL_HOMEOSTASIS" 4.3986273176696e-05 0.000314187665547829 0.557332238758646 0.40139969877433 1.93753668524311 58
"10" "HALLMARK_COAGULATION" 4.44119603291301e-06 3.70099669409418e-05 0.610526878385931 0.380865777674326 1.99184431322786 83
"11" "HALLMARK_COMPLEMENT" 0.0216646464481074 0.0601795734669651 0.352487857583619 0.22091750801089 1.27714027968549 153
"12" "HALLMARK_DNA_REPAIR" 0.0464453045426767 0.122224485638623 0.0660400458643361 -0.352899294786141 -1.31003802260429 129
"13" "HALLMARK_E2F_TARGETS" 0.0655754268970395 0.156131968802475 0.0547849027087005 -0.336947837403999 -1.26506767468242 152
"14" "HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION" 6.62731806573164e-09 1.10455301095527e-07 0.761460801445585 0.420431288080291 2.28631537417918 101
"15" "HALLMARK_ESTROGEN_RESPONSE_EARLY" 0.398896495350976 0.606641123882503 0.0180299567810725 -0.284387038192146 -1.05055497979284 121
"16" "HALLMARK_ESTROGEN_RESPONSE_LATE" 0.299019607843137 0.482289690069576 0.184915881971771 0.187633089386154 1.06038333779438 122
"17" "HALLMARK_FATTY_ACID_METABOLISM" 0.550828390263858 0.724774197715602 0.0133547732418372 -0.264303529633353 -0.975841007554542 120
"18" "HALLMARK_G2M_CHECKPOINT" 0.448335015136226 0.659316198729744 0.0161364959511297 -0.272327992667196 -1.02407269850216 157
"19" "HALLMARK_GLYCOLYSIS" 0.181818181818182 0.336700336700337 0.310776919977249 0.194173032263365 1.12852790928392 146
"20" "HALLMARK_HEDGEHOG_SIGNALING" 0.29029029029029 0.482289690069576 0.0262527843830225 -0.414555453276554 -1.14964464228865 18
"21" "HALLMARK_HEME_METABOLISM" 8.14641401619699e-26 4.07320700809849e-24 1.31888879607587 0.539163291930644 3.12955054263511 177
"22" "HALLMARK_HYPOXIA" 0.000111415265028077 0.000618973694600427 0.538434096309916 0.280720226030307 1.65096024140485 139
"23" "HALLMARK_IL2_STAT5_SIGNALING" 0.524750478878919 0.724774197715602 0.0138488515974124 -0.263332446941739 -0.992408655306216 164
"24" "HALLMARK_IL6_JAK_STAT3_SIGNALING" 0.000987855202602024 0.00449025092091829 0.45505986738723 0.33600540184394 1.67719626908339 68
"25" "HALLMARK_INFLAMMATORY_RESPONSE" 0.0172526693643328 0.0529471423457821 0.352487857583619 0.226402640368288 1.31837112001971 148
"26" "HALLMARK_INTERFERON_ALPHA_RESPONSE" 0.103932878867331 0.216526830973606 0.0435109751834675 -0.354306542238647 -1.26702082788299 84
"27" "HALLMARK_INTERFERON_GAMMA_RESPONSE" 0.111323796091074 0.216701524465403 0.0409428614964308 -0.317189339189827 -1.20127863401186 179
"28" "HALLMARK_KRAS_SIGNALING_DN" 0.649560117302053 0.75945740586191 0.0670487152800428 0.185403618822442 0.917329348785515 63
"29" "HALLMARK_KRAS_SIGNALING_UP" 0.0115052731187559 0.0412931838232854 0.380730400722792 0.237934444862766 1.34465472825312 122
"30" "HALLMARK_MITOTIC_SPINDLE" 0.924944589965747 0.998225654942073 0.00431158984127249 -0.19955180785957 -0.753270737160708 169
"31" "HALLMARK_MTORC1_SIGNALING" 0.252762188674476 0.451361051204421 0.203508959461977 0.187179329473269 1.08610786574304 176
"32" "HALLMARK_MYC_TARGETS_V1" 6.919209670483e-11 1.72980241762075e-09 0.839088935621274 -0.505245238972461 -1.9164092306843 183
"33" "HALLMARK_MYC_TARGETS_V2" 2.47861689198102e-06 2.47861689198102e-05 0.627256739718528 -0.597450359656948 -2.00372103736644 49
"34" "HALLMARK_MYOGENESIS" 0.079646017699115 0.173143516737207 0.34452128726268 0.214692113950339 1.21608808982497 119
"35" "HALLMARK_NOTCH_SIGNALING" 0.740099596869813 0.841022269170242 0.011195805791729 -0.268539116147655 -0.812877993591035 27
"36" "HALLMARK_OXIDATIVE_PHOSPHORYLATION" 0.6336085380588 0.75945740586191 0.0110744440043972 -0.249028329941688 -0.94316903546245 178
"37" "HALLMARK_P53_PATHWAY" 0.994249394673123 0.998225654942073 0.00175599312923714 -0.156710494745598 -0.589796524114853 160
"38" "HALLMARK_PANCREAS_BETA_CELLS" 0.0180020283975659 0.0529471423457821 0.120420653167431 -0.57915144534174 -1.58329506327099 17
"39" "HALLMARK_PEROXISOME" 0.609704641350211 0.75945740586191 0.0123289537349401 -0.263824316768349 -0.935581817974979 78
"40" "HALLMARK_PI3K_AKT_MTOR_SIGNALING" 0.998225654942073 0.998225654942073 0.0030838693362301 -0.139328106001064 -0.500964902092352 88
